Product Type,Product Category,Item Code,Product Name,Branch,Hsn Code,Base Unit,Base Qty,Conv Unit,Conv Qty,Product Material,Product Valuation,Product Barcode,Net weight,Making time,Lead time,Gst type,Sale rate,Purchase Rate,Weight,Minimum stock,Maximum stock,Grn required,Reorder qty,Self life days,Warranty period,Model NOS,Item type,Material Center,Stock Count,Bom required,Item Status,Batch wise stock manage
BOI,Engineering ,50508011,Loader Plate,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508015,WIRE ROPE CLAMP 12MM,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508016,G.I WIRE ROPE CLAMP 06MM,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508017,"HOSE JOINT 3/4""",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508020,"HOSE CLAMP 1""",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508021,"HOSE CLAMP 1/2""",OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508023,"HOSE CLAMP 1/4""",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508025,"HOSE CLAMP 1.5""",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508026,"S.S.HOSE CLAMP 3/8""",OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508030,SPRAY GUN,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508053,PRINTED CYLINDER (ALUKA)FOR PRINTED STRECH FILM ROLL,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508069,"PILLER COCK 1/2""",OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508074,WASTE PIPE,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508078,JAQUAR S.S FLUSH COCK,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508083,SS WIRE MESH 20 NOS. 01MTR X 01MTR,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508090,JAQUAR PUSH COCK,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508092,SILICON GUN,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508094,COUPLING SET NM194,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508100,"S.S.SPRAY NOSZZLE 1/4"" FLAT TYPE",OFFICE,84139120,NOS,11,NOS,11,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508101,"BRASS HOSE COLLAR 1/2"" X 1/2""",OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508154,"C.I.PULLEY 4""",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508182,"HOSE NIPPLE 1/4""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508242," UCLAMP 1/2""",OFFICE,84139120,NOS,47,NOS,47,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508252,TENSION SPRING OD 12MM ID 8MM LENGTH 140MM WIRE DIA 2MM TURN 42,OFFICE,84139120,NOS,10,NOS,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508256,S.S.WIER MESS 18 X 32,OFFICE,84139120,SQ.FT,1,SQ.FT,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508305,"SPRING 8MM OD,5MM ID,32MM LONG.",OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508352,PUSH CONNECTOR 10MM  ,OFFICE,84139120,NOS,26,NOS,26,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508358,"S.S.HOSE CLAMP 2.5""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508365,NYLONE GEAR 50TEETH,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508367,NYLON GEAR COUPLING M38 44TEETH,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508370,DOOR CLOSER,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508372,"S.S.HOSE CLAMP 1.5""",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508388,NYLONE GEAR 40 TEETH,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508419,"C.I. PULLEY 5"" X 3 C (GROOVE)",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508469,END GRIPPER,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508470,PLUNGER,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508472,"PVC FLOAT VALVE 01""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508476,"MAGNET 6"" X 4""",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508481,FAUCET WITH TUBE AND HOOK,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508483,ROCKER SWITCH (POWER SWITCH) FOR STRAPPING M/C,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508484,EXIT GUIDE FOR STRAPPING M/C,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508485,TENSION SPRING W.D 1.4MM FOR STRAPPING M/C,OFFICE,84139120,NOS,18,NOS,18,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508486,TENSION SPRING W.D 1.2MM FOR STRAPPING M/C,OFFICE,84139120,NOS,13,NOS,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508487,"CI TAPER LOCK PULLEY 4.5"" A TYPE 03 GROOVE",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508488,"CI TAPER LOCK PULLEY 6.5"" B TYPE 03 GROOVE",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508489,"CI TAPER LOCK PULLEY 07"" B TYPE 03 GROOVE",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508490,"CI TAPER LOCK PULLEY 5.5"" B TYPE 03 GROOVE",OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508491,FEED SWITCH FOR STRAPPING M/C,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508493,GUDING BELT CUTTING BELT FOR STRAPPING M/C,OFFICE,84139120,NOS,9,NOS,9,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508494,PCB CARD FOR STRAPPING M/C,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508495,ALUMINIUM PULLEY WHEEL OD 300MM ID 45MM WIDTH65MM,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508496,BRAKE ROLLER FOR STRAPPING M/C,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50508498,PVC 40 TEETH GEAR FOR STRAPPING M/C,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601001,OXYGEN GAS CYLINDER,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601004,WELDING SHIELD,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601005,WELDING HOLDER 600AMP,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601007,"GAS CUTTING NOSZZLE 3/64""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601008,"GAS CUTTING NOSZZLE B 1/16""",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601011,BLACK GLASS,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601012,WHITE GLASS,OFFICE,84139120,NOS,15,NOS,15,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601013,WIRE BRUSH,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601015,M.S.WELDING ROD(OVERCORD)3.15MM,OFFICE,84139120,PKT,8,PKT,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601023,BURNER NOS.06,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601024,REGULATOR DOUBLE STAGE (OXYGEN),OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601025,CUTTING TOURCH,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601027,S.S.WELDING ROD NOS.309L  04MM X 350MM,OFFICE,84139120,PKT,2,PKT,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601028,S.S.WELDING ROD NOS.309L 3.15 X 350MM,OFFICE,84139120,PKT,3,PKT,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601029,S.S.WELDING ROD NOS.308L 3.15 X 350MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601030,SAFFETY GOGGLES,OFFICE,84139120,NOS,24,NOS,24,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601033,L.P.G.GAS REGULATOR,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601034,BRASS NIPPLE,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601036,S.S WELDING RODS 309L 2.50MM,OFFICE,84139120,PKT,1,PKT,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601037,EWAC 680 CGS WELDING ROD MACHINABLE,OFFICE,84139120,NOS,199,NOS,199,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601043,M.S.WELD.ROD 2.5MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601049,BRASS BRAZZING ROD 03 MM,OFFICE,84139120,KG,1.5,KG,1.5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50601079,NITROGEN GAS CYLINDER,OFFICE,84139120,NOS,11,NOS,11,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50602005,D.A.GAS CYLINDER,OFFICE,84139120,CUM,21.51,CUM,21.51,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50603002,WELDING MACHINE 1PHASE 200A,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50701214,M.S.WIRE  ,OFFICE,84139120,KG,4.88,KG,4.88,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50701233,C.I.CASTING ,OFFICE,84139120,KG,405.3,KG,405.3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50701432,FLAT CHISEL 25 X 200 MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50702004,CERAMIC BLANKET ,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50702012,ACCOSET - 50 FINE (MONOSLITHIC REFRACTORY),OFFICE,84139120,KG,250,KG,250,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50702015,WHYTHEAT A,OFFICE,84139120,KG,150,KG,150,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703006,"PU TROLLEY WHEEL BRAKE TYPE 2""",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703007,"PU TROLLEY WHEEL 4"" X 2""",OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703008,"UHMW POLYMER WHEEL 8"" X 2"" X 1""",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703014,"TROLLY WHEEL 06"" X 02"" FOR HAND PALLET TRLOOY 3 TON",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703016,TROLLY WHEEL NYLON PALLET 80 OD X 70 TH 6204 BEARING,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703018,STRAPPING M/C CASTOR WHEEL ,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703020,BRACKET FOR HAND PELLET TRUCK,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50703025,"C.I.WHEEL 6"" X 2""RUBBER BONDED",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50901019,M.S.CLAMP,OFFICE,84139120,SET,1,SET,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50901042,COMPRESSION SPRING,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,51001289,PVC GEAR (WHEEL) OF WRAPPING MACHINE,OFFICE,84139120,NOS,11,NOS,11,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101001,1.5 SQ/MM 01 CORE COPPER FLEXIBLE CABLE,OFFICE,84139120,MTR,200,MTR,200,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101004,COPPER CABLE 4 CORE X 10 SQ.MM,OFFICE,84139120,MTR,40,MTR,40,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101015,CABLE CAT 6,OFFICE,84139120,MTR,610,MTR,610,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101018,COPPER FLEXIBLE CABLE 01 SQ/MM X 01 CORE,OFFICE,84139120,MTR,100,MTR,100,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101026,COPPER FLEXIBEL WIRE 16 SQ.MM,OFFICE,84139120,MTR,30,MTR,30,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101029,COPPER FLEXIBLE CABLE 1 SQ.MM X 2 CORE,OFFICE,84139120,MTR,100,MTR,100,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101030,COPPER FLEXIBLE CABLE 4 SQ.MM X 4 CORE,OFFICE,84139120,MTR,100,MTR,100,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101031,CABLE FOR WEIGHTING SCALE,OFFICE,84139120,MTR,54,MTR,54,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101032,K TYPE THERMOCOUPLE CABLE FG FG SS,OFFICE,84139120,MTR,24,MTR,24,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101034,SUPPLY CABLE FOR TRANSFORMER,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101036,COPPER FLEXIBLE CABLE 10SQ.MM X 1 CORE,OFFICE,84139120,MTR,30,MTR,30,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101038,COPPER FLEXIBLE CABLE 1.5 SQ.MM X 12 CORE,OFFICE,84139120,MTR,43,MTR,43,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101042,COPPER FLEXIBLE CABLE 1.5 SQ/MM X 06 CORE,OFFICE,84139120,MTR,100,MTR,100,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101044,S.S DOUBLE COMPRESSION GLAND 35MM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101045,COPPER FUSE WIRE 18 GAUGE,OFFICE,84139120,KG,0.2,KG,0.2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101046,COPPER WIRE SOLID 2.5MM 12 GAUGE,OFFICE,84139120,KG,1.5,KG,1.5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101047,S.S CABLE GLAND 19MM DC,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101048,"CLAMPING HOLDER 14"" BOSCH",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101049,"BRUSH HOLDER 14"" BOSCH",OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101050,"MOTOR HOUSING 14"" BOSCH",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101053,S.S DOUBLE COMPRESSION GLAND 25MM,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101061,ALU.LUGS (RING TYPE)300 SQ.MM,OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101062,ALU.LUGS (RING TYPE)185 SQ.MM,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101064,ALU.LUGS (RIN TYPE)35 SQ.MM,OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101067,ALUMINIUM CRIMPING LUGS 1050 MM,OFFICE,84139120,KG,6,KG,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101071,COPPER LUGS 185MMSQ.,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101072,COPPER.LUGS (RING TYPE) 95 SQ.MM.,OFFICE,84139120,NOS,35,NOS,35,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101073,COPPER LUGS(RING TYPE)70 MM SQ,OFFICE,84139120,NOS,21,NOS,21,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101074,COPPER LUGS (PIN TYPE)1.5MM SQ,OFFICE,84139120,NOS,457,NOS,457,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101080,COPPER LUGS (PIN TYPE) 16 SQ.MM,OFFICE,84139120,NOS,67,NOS,67,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101081,COPPER LUGS(RING TYPE) 16 SQ.MM,OFFICE,84139120,NOS,124,NOS,124,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101083,COPPER LUGS(RING TYPE)25 SQ.MM,OFFICE,84139120,NOS,31,NOS,31,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101084,COPPER LUGS(PIN TYPE) 2.5 SQ.MM,OFFICE,84139120,NOS,233,NOS,233,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101085,COPPER LUGS(RING TYPE) 6 SQ.MM,OFFICE,84139120,NOS,52,NOS,52,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101086,COPPER LUGS(RING TYPE)10 SQ.MM,OFFICE,84139120,NOS,329,NOS,329,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101089,COPPER WIER LEAD,OFFICE,84139120,KG,2,KG,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101095,COPPER U TYPE LUGS 06SQ/MM,OFFICE,84139120,NOS,22,NOS,22,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101097,COPPER U TYPE LUGS 1SQ/MM,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101098,COPPER U TYPE LUGS 1.5SQ/MM ,OFFICE,84139120,NOS,97,NOS,97,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101099,COPPER U TYPE LUGS 04SQ/MM,OFFICE,84139120,NOS,25,NOS,25,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101101,COPPER FLEXIBLE CABLE 1.5 SQ.MM X 3 CORE,OFFICE,84139120,MTR,200,MTR,200,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101107,COPPER FLEXIBLE CABLE 2.5 SQ/MM 03 CORE (POLYCAB),OFFICE,84139120,MTR,100,MTR,100,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101137,COPPER LUGS (FERRUL TYPE)10 SQ.MM,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101152,COPPER LUGS 35 SQ.MM(RING TYPE),OFFICE,84139120,NOS,7,NOS,7,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101153,COPPER LUGS 50 SQ.MM(RING TYPE),OFFICE,84139120,NOS,30,NOS,30,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101156,COPPER LUGS 10 SQ.MM(PIN TYPE),OFFICE,84139120,NOS,55,NOS,55,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101158,COPPER LUGS 2.5 SQ.MM(RING TYPE),OFFICE,84139120,NOS,121,NOS,121,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101159,COPPER LUGS 2.5 Q.MM('U'TYPE),OFFICE,84139120,NOS,63,NOS,63,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101161,COPPER LUGS 4 SQ.MM(RING TYPE),OFFICE,84139120,NOS,144,NOS,144,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101163,COPPER LUGS 1.5SQ.MM(RING TYPE),OFFICE,84139120,NOS,181,NOS,181,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101165,ALUMINIUM LUGS 35 SQ/MM TUBE TYPE,OFFICE,84139120,NOS,13,NOS,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101166,ALUMINIUM LUGS 25 SQ/MM TUBE TYPE,OFFICE,84139120,NOS,16,NOS,16,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101167,ALUMINIUM LUGS 10 SQ/MM TUBE TYPE,OFFICE,84139120,NOS,18,NOS,18,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101168,ALUMINIUM LUGS 16 SQ/MM TUBE TYPE,OFFICE,84139120,NOS,19,NOS,19,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101169,ALU.LUGS 35 SQ.MM(FERRUL TYPE),OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101175,COPPER LUGS 25 SQ.MM(FERRUL TYPE),OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Electricals,60101189,"COPPER FLEXIBLE CABLE 95 SQ.MM,SINGLE CORE",OFFICE,84139120,MTR,14,MTR,14,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
