Product Type,Product Category,Item Code,Product Name,Branch,Hsn Code,Base Unit,Base Qty,Conv Unit,Conv Qty,Product Material,Product Valuation,Product Barcode,Net weight,Making time,Lead time,Gst type,Sale rate,Purchase Rate,Weight,Minimum stock,Maximum stock,Grn required,Reorder qty,Self life days,Warranty period,Model NOS,Item type,Material Center,Stock Count,Bom required,Item Status,Batch wise stock manage
BOI,Consumable,50401641,GI HEX BOLT 10 X 100MM,OFFICE,84139120,NOS,79,NOS,79,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401645,G.I. SPRING WASHER M-6,OFFICE,84139120,NOS,13,NOS,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401647,G.I PLAIN WASHER 16 MM,OFFICE,84139120,NOS,51,NOS,51,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401652,"KHILA ( NAILS ) 2 """,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401661,ALLEN GRUB SCREW 4X4MM,OFFICE,84139120,NOS,10,NOS,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401663,ALLEN GRUB SCREW 6 X 6 MM,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401664,ALLEN GRUB SCREW 6X10MM,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401687,G.I.  HEX NUT 4 MM,OFFICE,84139120,NOS,411,NOS,411,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401708,CSK HEAD BOLT 05 X 40MM,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401716,S.S HEX BOLT 150 X 18MM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401722,GRUB SCREW 14 X 20MM,OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401734,"G.I.  HEX NUT 1/2 "" BSW",OFFICE,84139120,NOS,61,NOS,61,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401755,G.I.HEX NUT 3 MM,OFFICE,84139120,NOS,77,NOS,77,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401759,ALLEN GRUB SCREW 04 X 10 MM,OFFICE,84139120,NOS,10,NOS,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401761,ALLEN BOLT 05 X 16MM SHCS,OFFICE,84139120,NOS,21,NOS,21,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401762,PVC /RUBBER WASHER FOR COCK/CONN.PIPE,OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401764,ALLEN BOLT 24 X 70MM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401776,ALLEN BOLT 04 X 35MM SHCS  ,OFFICE,84139120,NOS,18,NOS,18,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401783,ALLEN HEAD BOLT 12MM X 70MM,OFFICE,84139120,NOS,50,NOS,50,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401789,ANCHOR FASTNER BOLT 16 X 150MM WITH NUT & WASHER,OFFICE,84139120,NOS,40,NOS,40,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401790,CSK BOLT 6 X 40MM C.P.,OFFICE,84139120,NOS,25,NOS,25,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401797,M.S.HEX BOLT 10MM X 40MM,OFFICE,84139120,NOS,84,NOS,84,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401807,G.I.HEX BOLT 5MM X 50MM,OFFICE,84139120,NOS,23,NOS,23,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401808,G.I.HEX BOLT 6MM X 50MM,OFFICE,84139120,NOS,45,NOS,45,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401809,G.I H.T HEX BOLT 08 X 50MM,OFFICE,84139120,NOS,42,NOS,42,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401810,STUD 16MM X 90MM,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401815,"G.I.HEX BOLT BSW 5/8"" X 4""",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401816,"G.I.HEX NUT 5/8"" BSW",OFFICE,84139120,NOS,147,NOS,147,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401833,GI HEX BOLT- 1/2''X2.1/2'',OFFICE,84139120,NOS,57,NOS,57,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401843,"S.S STUD BOLT 3/8"" X 1.5""",OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401845,ALLEN BOLT 16 X 90MM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401849,ALLEN BOLT 20 X 40MM,OFFICE,84139120,NOS,60,NOS,60,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401850,ALLEN BOLT 16 X 100MM,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401851,"S.S STUD 5/16 X 06""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401852,"S.S STUD 3/8"" X 06""",OFFICE,84139120,NOS,23,NOS,23,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401853,CSK MACHINE SCREW 05 X 100MM,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401856,"S.S NUT/BOLT/WASHER STUD 12 X 06"" ",OFFICE,84139120,NOS,13,NOS,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401857,H.T STUD BOLT 08 X 150MM,OFFICE,84139120,NOS,9,NOS,9,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401885,MACHINE SCREW 05 X 40MM CHEESE HEAD ,OFFICE,84139120,NOS,11,NOS,11,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401886,M.S HEX BOLT 18 X 40MM,OFFICE,84139120,NOS,10,NOS,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401887,M.S HEX BOLT 18 X 75MM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401888,ALLEN HT BOLT 10 X 90MM,OFFICE,84139120,NOS,50,NOS,50,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401889,ALLEN HT BOLT 10 X 65MM,OFFICE,84139120,NOS,17,NOS,17,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401891,ALLEN HT BOLT 12 X 60MM,OFFICE,84139120,NOS,50,NOS,50,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401892,ALLEN BOLT 10 X 80MM FULL THREAD,OFFICE,84139120,NOS,72,NOS,72,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401893,CSK SCREW 05 X 35MM,OFFICE,84139120,NOS,24,NOS,24,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401896,M.S.HEX NUT 45MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401897,ALLEN BOLT 08 X 20MM,OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50401898,ALLEN BOLT 20 X 60MM,OFFICE,84139120,NOS,19,NOS,19,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402005,"CUTTING WHEEL 04""",OFFICE,84139120,NOS,17,NOS,17,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402006,"FLAP WHEEL 4""",OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402007,"GRINDING WHEEL 4"" (100MMX4MMX12.7MM)",OFFICE,84139120,NOS,35,NOS,35,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402008,"CUTTING WHEEL 14""",OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402011,ALOXITE CLOTH ROLL 38MM WIDTH X 50 MTR LONG X 320 GRIT,OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402013,"GRINDING WHEEL 5"" DIA X 6MM THICK",OFFICE,84139120,NOS,13,NOS,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402016,"CUTTING WHEEL 5"" (125MM) ",OFFICE,84139120,NOS,18,NOS,18,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402040,ALOXIDE CLOTH PAPER DISC 350MM,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402045,EMERY PAPER GRIT-800,OFFICE,84139120,NOS,46,NOS,46,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402046,EMERY PAPER  NOS:400(WATER PROOF),OFFICE,84139120,NOS,25,NOS,25,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402047,EMERY PAPER GRIT-600,OFFICE,84139120,NOS,40,NOS,40,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50402055,CUTTING WHEEL 100MM X 2.5MM X 16MM,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403003,RING GASKET 100MM NB,OFFICE,84139120,NOS,14,NOS,14,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403006,RING GASKET 50MM NB,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403011,FIBER GLASS TAP ,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403013,NEO RUBBER SHEET 04FT X 07FT X 12MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403015,METALIC GASKET SHEET 3MM,OFFICE,84139120,KG,3.6,KG,3.6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403019,CHAMPION GASKET SHEET 3.2MM,OFFICE,84139120,KG,7.9,KG,7.9,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403020,"WHITE RUBBER SHEET 1/8"" THICK.",OFFICE,84139120,KG,3.3,KG,3.3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403027,"CELLOW TAPE 3/4"" WIDTH",OFFICE,84139120,NOS,37,NOS,37,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403029,SYNTHANIA SHEET 20MM THICK,OFFICE,84139120,KG,1,KG,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403032,BRASS SHIM 0.23MM THICK.,OFFICE,84139120,NOS,0.6,NOS,0.6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403036,PVC LAMINATED TILES FOR CELLINGS NOS.975,OFFICE,84139120,NOS,50,NOS,50,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403038,BRASS SHIL 1MM,OFFICE,84139120,NOS,0.95,NOS,0.95,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403042,ASBESTOSE YARN 6MM THICK.,OFFICE,84139120,KG,2,KG,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403043,BACKLITE SHEET 1200 X 100 X 25MM,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403046,GREPHITED GLAND PACKING  8MM,OFFICE,84139120,KG,0.1,KG,0.1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403053,"GLAND PACKING (GREPHITED) 1/4"" THICK.",OFFICE,84139120,KG,0.8,KG,0.8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403054,TEFLON ROD OD 50MM  LENGH 500MM,OFFICE,84139120,NOS,2.64,NOS,2.64,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403056,CHAMPION GASKET SHEET 02MM NOS.39,OFFICE,84139120,MTR,9.1,MTR,9.1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403058,GUIDE RING 45 X 50 X 5.5 X 2.5MM,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403076,LOCTITE - 641(THREAD LOCKER),OFFICE,84139120,BTL,5,BTL,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403081,OIL PAPER SHEET ,OFFICE,84139120,NOS,16,NOS,16,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403092,CAST NYLON ROD 200MM OD X 01MTR LONG,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403118,GRAPHITE PLATE 710 X 350 X 25MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403122,GREPHITE RING 193 X 20 X 5.3MM,OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403124,GRAPHITE PLATE 400 X 80 X 25MM,OFFICE,84139120,NOS,43,NOS,43,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403137,NEO.RUBBER SHEET 2.5MM THICK(OIL RESISTANCE),OFFICE,84139120,KG,8.92,KG,8.92,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403139,RUBBER SHEET NEOPRENE BLACK 02MM,OFFICE,84139120,KG,12.9,KG,12.9,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403145,RUBBER PANEL SHEET 2000 X 1000MM,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403146,SILICONE SEALENT (300GMS),OFFICE,84139120,TUBE,8,TUBE,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403149,"IMPORTED GRAPHITE RING 06"" SK",OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50403150,"IMPORTED GRAPHITE RING 07""",OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404001,M.SEAL,OFFICE,84139120,KG,1,KG,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404002,FEVICOL,OFFICE,84139120,KG,6,KG,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404004,COTTON CLOTH,OFFICE,84139120,KG,62,KG,62,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404007,BATTERY CELL 1.5V LR-44,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404011,"PAINTING BRUSH 4""",OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404013,"PAINTING BRUSH 2""",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404014,"PAINTING BRUSH 1.5""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404016,TORCH,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404017,OIL CAN,OFFICE,84139120,NOS,3,NOS,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404018,TISSUE PAPER,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404019,UMBRELLA,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404022,"COTTON HANDGLOVES 10"" LONG",OFFICE,84139120,PAIR,248,PAIR,248,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404023,CHALK STICK BOX,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404026,CELL AA (BATTERY CELL),OFFICE,84139120,NOS,24,NOS,24,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404031,"DOUBLE SIDE FOAM TAPE SIZE: 01"" X 05MTR",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404034,FILE HANDLE,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404037,LEATHER APRON,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404047,BATTERY 9VOLT (CELL),OFFICE,84139120,KG,5,KG,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404058,CHALK POWDER(WHITING POWDER),OFFICE,84139120,KG,40,KG,40,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404060,FEVICOL SR-998 500ML,OFFICE,84139120,TIN,2,TIN,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404067,SAFETY FACE SHIELD,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404069,"DOM GLASS 6""",OFFICE,84139120,NOS,49,NOS,49,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404070,"MARBLE CUTTER BLADE 4""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404072,CRC SPRAY BOTTLE,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404078,KEVLER GLOVES,OFFICE,84139120,PAIR,2,PAIR,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404080,CELL AAA,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404082,"RUBBER HANDGLOVES 14""/16""",OFFICE,84139120,PAIR,13,PAIR,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404084,"GREEN CANVASS HANDGLOVES 12""",OFFICE,84139120,PAIR,128,PAIR,128,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404089,MASK,OFFICE,84139120,NOS,36,NOS,36,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404092,BATTERY FOR DIGITAL VERNIER CR2032V,OFFICE,84139120,NOS,12,NOS,12,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404100,SAFETY SHOES,OFFICE,84139120,PAIR,26,PAIR,26,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404102,LOCTITE 262 HIGH STRENGTH HEAVY DUTY(THREAD  LOCKER),OFFICE,84139120,TUBE,4,TUBE,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404104,LOCTITE 641 (50ML)LIQUID SEALENT.,OFFICE,84139120,BTL,5,BTL,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404113,SCOTCH BRIGHT PAD,OFFICE,84139120,NOS,20,NOS,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404116,RUBBER BAND 1.5 (140gsm),OFFICE,84139120,PKT,1,PKT,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404122,CHAIN LUBE SPRAY 9341 500ML,OFFICE,84139120,TIN,2,TIN,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404125,FLOOR MARKING TAPE 75MM WIDTH,OFFICE,84139120,NOS,10,NOS,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404126,FLOOR MARKING TAPE 48MM WIDTH,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404127,PVC SOLUTION ,OFFICE,84139120,TIN,2,TIN,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404128,ACC TUBE 50 FOR ELECTRICALS JOINTS,OFFICE,84139120,TUBE,2,TUBE,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404143,BATTERY 9 VOLT,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404153,LOCK&KEY SMALL,OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404248,RAINCOAT,OFFICE,84139120,NOS,5,NOS,5,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404251,"PAINTING BRUSH 3""",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404252,EAR MUFF EP-21,OFFICE,84139120,NOS,2,NOS,2,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404262,SEAFTY HELMET YELLOW,OFFICE,84139120,NOS,8,NOS,8,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404263,SAFETY HELMET WHITE,OFFICE,84139120,NOS,9,NOS,9,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404285,MENS POLO T-SHIRTS GREY MELANGE (UNIFORM),OFFICE,84139120,NOS,95,NOS,95,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404286,STAFF UNIFORM (SIYARAM STAR GRACE),OFFICE,84139120,PAIR,3,PAIR,3,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404287,HOUSE KEEPING UNIFORM,OFFICE,84139120,PAIR,1,PAIR,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404292,APPRON UNIFORM,OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404299,MENS POLO T-SHIRTS TRUE NAVY  (UNIFORM),OFFICE,84139120,NOS,43,NOS,43,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404305,"PUTTY PATRA 8""",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Consumable,50404309,AIR PLUG 3M,OFFICE,84139120,NOS,22,NOS,22,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50501052,"S.S BELLOW PIPE 1.1/2"" X 1000MM",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50502020,"G.I.FLEXIBLE PIPE 1""",OFFICE,84139120,MTR,25,MTR,25,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50502023,"G.I.FLEXIBLE PIPE 1.1/2""",OFFICE,84139120,MTR,25,MTR,25,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50503016,"COOLANT PIPE 3/8"" X 600MM LONG (METAL FLEXIBLE)",OFFICE,84139120,NOS,4,NOS,4,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504004,"HYD.HOSE PIPE 1.25"" X 1 MTR LONG",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504007,"NYLON BRAIDED PIPE 1/2""",OFFICE,84139120,MTR,11,MTR,11,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504009,PU PIPE 10MM,OFFICE,84139120,MTR,10,MTR,10,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504012,PU PIPE 12MM ,OFFICE,84139120,MTR,20,MTR,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504013,PU PIPE TRANSPERENT 4MM,OFFICE,84139120,MTR,13,MTR,13,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504016,"GREEN BRAIDED PIPE 3/4""",OFFICE,84139120,MTR,20,MTR,20,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504020,"HYD. PIPE 1"" 2.5 MTR LONG",OFFICE,84139120,NOS,1,NOS,1,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
BOI,Engineering ,50504026,"HYD. HOSE PIPE 1/2""X1MTR LONG",OFFICE,84139120,NOS,6,NOS,6,,,,,,,excluding,,,,,,yes,,,,,,,yes,yes,,
